,To,From,Value,Year,Type
4567,Texas,Texas,,2021,MOE
4568,Utah,Texas,1869.0,2021,MOE
4569,Vermont,Texas,414.0,2021,MOE
4570,Virginia,Texas,3066.0,2021,MOE
4571,Washington,Texas,2563.0,2021,MOE
4572,West Virginia,Texas,1078.0,2021,MOE
4573,Wisconsin,Texas,1723.0,2021,MOE
4574,Wyoming,Texas,413.0,2021,MOE
4575,Puerto Rico,Texas,978.0,2021,MOE
4576,Alabama,Utah,436.0,2021,Estimate
4577,Alaska,Utah,210.0,2021,Estimate
4578,Arizona,Utah,8495.0,2021,Estimate
4579,Arkansas,Utah,21.0,2021,Estimate
4580,California,Utah,6111.0,2021,Estimate
4581,Colorado,Utah,5767.0,2021,Estimate
4582,Connecticut,Utah,451.0,2021,Estimate
4583,Delaware,Utah,0.0,2021,Estimate
4584,District of Columbia ,Utah,24.0,2021,Estimate
4585,Florida,Utah,7284.0,2021,Estimate
4586,Georgia,Utah,656.0,2021,Estimate
4587,Hawaii,Utah,118.0,2021,Estimate
4588,Idaho,Utah,4470.0,2021,Estimate
4589,Illinois,Utah,1032.0,2021,Estimate
4590,Indiana,Utah,335.0,2021,Estimate
4591,Iowa,Utah,794.0,2021,Estimate
4592,Kansas,Utah,713.0,2021,Estimate
4593,Kentucky,Utah,460.0,2021,Estimate
4594,Louisiana,Utah,305.0,2021,Estimate
4595,Maine,Utah,0.0,2021,Estimate
4596,Maryland,Utah,829.0,2021,Estimate
4597,Massachusetts,Utah,772.0,2021,Estimate
4598,Michigan,Utah,1483.0,2021,Estimate
4599,Minnesota,Utah,471.0,2021,Estimate
4600,Mississippi,Utah,518.0,2021,Estimate
4601,Missouri,Utah,1651.0,2021,Estimate
4602,Montana,Utah,728.0,2021,Estimate
4603,Nebraska,Utah,1047.0,2021,Estimate
4604,Nevada,Utah,3461.0,2021,Estimate
4605,New Hampshire,Utah,0.0,2021,Estimate
4606,New Jersey,Utah,154.0,2021,Estimate
4607,New Mexico,Utah,198.0,2021,Estimate
4608,New York,Utah,1633.0,2021,Estimate
4609,North Carolina,Utah,1821.0,2021,Estimate
4610,North Dakota,Utah,141.0,2021,Estimate
4611,Ohio,Utah,1435.0,2021,Estimate
4612,Oklahoma,Utah,1043.0,2021,Estimate
4613,Oregon,Utah,3590.0,2021,Estimate
4614,Pennsylvania,Utah,2876.0,2021,Estimate
4615,Rhode Island,Utah,0.0,2021,Estimate
4616,South Carolina,Utah,652.0,2021,Estimate
4617,South Dakota,Utah,166.0,2021,Estimate
4618,Tennessee,Utah,934.0,2021,Estimate
4619,Texas,Utah,6136.0,2021,Estimate
4620,Utah,Utah,,2021,Estimate
4621,Vermont,Utah,229.0,2021,Estimate
4622,Virginia,Utah,1261.0,2021,Estimate
4623,Washington,Utah,4061.0,2021,Estimate
4624,West Virginia,Utah,647.0,2021,Estimate
4625,Wisconsin,Utah,618.0,2021,Estimate
4626,Wyoming,Utah,2739.0,2021,Estimate
4627,Puerto Rico,Utah,0.0,2021,Estimate
4628,Alabama,Utah,437.0,2021,MOE
4629,Alaska,Utah,257.0,2021,MOE
4630,Arizona,Utah,2951.0,2021,MOE
4631,Arkansas,Utah,36.0,2021,MOE
4632,California,Utah,1645.0,2021,MOE
4633,Colorado,Utah,1703.0,2021,MOE
4634,Connecticut,Utah,454.0,2021,MOE
4635,Delaware,Utah,210.0,2021,MOE
4636,District of Columbia ,Utah,37.0,2021,MOE
4637,Florida,Utah,2918.0,2021,MOE
4638,Georgia,Utah,465.0,2021,MOE
4639,Hawaii,Utah,171.0,2021,MOE
4640,Idaho,Utah,1296.0,2021,MOE
4641,Illinois,Utah,1085.0,2021,MOE
4642,Indiana,Utah,348.0,2021,MOE
4643,Iowa,Utah,627.0,2021,MOE
4644,Kansas,Utah,924.0,2021,MOE
4645,Kentucky,Utah,352.0,2021,MOE
4646,Louisiana,Utah,231.0,2021,MOE
4647,Maine,Utah,182.0,2021,MOE
4648,Maryland,Utah,789.0,2021,MOE
4649,Massachusetts,Utah,530.0,2021,MOE
4650,Michigan,Utah,838.0,2021,MOE
4651,Minnesota,Utah,320.0,2021,MOE
4652,Mississippi,Utah,607.0,2021,MOE
4653,Missouri,Utah,1076.0,2021,MOE
4654,Montana,Utah,528.0,2021,MOE
4655,Nebraska,Utah,830.0,2021,MOE
4656,Nevada,Utah,2175.0,2021,MOE
4657,New Hampshire,Utah,198.0,2021,MOE
4658,New Jersey,Utah,218.0,2021,MOE
4659,New Mexico,Utah,215.0,2021,MOE
4660,New York,Utah,705.0,2021,MOE
4661,North Carolina,Utah,1103.0,2021,MOE
4662,North Dakota,Utah,133.0,2021,MOE
4663,Ohio,Utah,697.0,2021,MOE
4664,Oklahoma,Utah,592.0,2021,MOE
4665,Oregon,Utah,2188.0,2021,MOE
4666,Pennsylvania,Utah,1896.0,2021,MOE
4667,Rhode Island,Utah,232.0,2021,MOE
4668,South Carolina,Utah,737.0,2021,MOE
4669,South Dakota,Utah,164.0,2021,MOE
4670,Tennessee,Utah,506.0,2021,MOE
4671,Texas,Utah,2107.0,2021,MOE
4672,Utah,Utah,,2021,MOE
4673,Vermont,Utah,259.0,2021,MOE
4674,Virginia,Utah,927.0,2021,MOE
4675,Washington,Utah,2313.0,2021,MOE
4676,West Virginia,Utah,1021.0,2021,MOE
4677,Wisconsin,Utah,464.0,2021,MOE
4678,Wyoming,Utah,1550.0,2021,MOE
4679,Puerto Rico,Utah,254.0,2021,MOE
4680,Alabama,Vermont,21.0,2021,Estimate
4681,Alaska,Vermont,0.0,2021,Estimate
4682,Arizona,Vermont,0.0,2021,Estimate
4683,Arkansas,Vermont,0.0,2021,Estimate
4684,California,Vermont,778.0,2021,Estimate
4685,Colorado,Vermont,0.0,2021,Estimate
4686,Connecticut,Vermont,393.0,2021,Estimate
4687,Delaware,Vermont,0.0,2021,Estimate
4688,District of Columbia ,Vermont,0.0,2021,Estimate
4689,Florida,Vermont,1499.0,2021,Estimate
4690,Georgia,Vermont,192.0,2021,Estimate
4691,Hawaii,Vermont,0.0,2021,Estimate
4692,Idaho,Vermont,0.0,2021,Estimate
4693,Illinois,Vermont,51.0,2021,Estimate
4694,Indiana,Vermont,319.0,2021,Estimate
4695,Iowa,Vermont,0.0,2021,Estimate
4696,Kansas,Vermont,0.0,2021,Estimate
4697,Kentucky,Vermont,289.0,2021,Estimate
4698,Louisiana,Vermont,243.0,2021,Estimate
4699,Maine,Vermont,739.0,2021,Estimate
4700,Maryland,Vermont,49.0,2021,Estimate
4701,Massachusetts,Vermont,2901.0,2021,Estimate
4702,Michigan,Vermont,152.0,2021,Estimate
4703,Minnesota,Vermont,56.0,2021,Estimate
4704,Mississippi,Vermont,32.0,2021,Estimate
4705,Missouri,Vermont,111.0,2021,Estimate
4706,Montana,Vermont,90.0,2021,Estimate
4707,Nebraska,Vermont,0.0,2021,Estimate
4708,Nevada,Vermont,0.0,2021,Estimate
4709,New Hampshire,Vermont,1322.0,2021,Estimate
4710,New Jersey,Vermont,88.0,2021,Estimate
4711,New Mexico,Vermont,0.0,2021,Estimate
4712,New York,Vermont,1366.0,2021,Estimate
4713,North Carolina,Vermont,2117.0,2021,Estimate
4714,North Dakota,Vermont,0.0,2021,Estimate
4715,Ohio,Vermont,32.0,2021,Estimate
4716,Oklahoma,Vermont,38.0,2021,Estimate
4717,Oregon,Vermont,108.0,2021,Estimate
4718,Pennsylvania,Vermont,1112.0,2021,Estimate
4719,Rhode Island,Vermont,665.0,2021,Estimate
4720,South Carolina,Vermont,221.0,2021,Estimate
4721,South Dakota,Vermont,0.0,2021,Estimate
4722,Tennessee,Vermont,207.0,2021,Estimate
4723,Texas,Vermont,178.0,2021,Estimate
4724,Utah,Vermont,683.0,2021,Estimate
4725,Vermont,Vermont,,2021,Estimate
4726,Virginia,Vermont,483.0,2021,Estimate
4727,Washington,Vermont,611.0,2021,Estimate
4728,West Virginia,Vermont,36.0,2021,Estimate
4729,Wisconsin,Vermont,79.0,2021,Estimate
4730,Wyoming,Vermont,0.0,2021,Estimate
4731,Puerto Rico,Vermont,0.0,2021,Estimate
4732,Alabama,Vermont,35.0,2021,MOE
4733,Alaska,Vermont,184.0,2021,MOE
4734,Arizona,Vermont,224.0,2021,MOE
4735,Arkansas,Vermont,213.0,2021,MOE
4736,California,Vermont,729.0,2021,MOE
4737,Colorado,Vermont,211.0,2021,MOE
4738,Connecticut,Vermont,256.0,2021,MOE
4739,Delaware,Vermont,210.0,2021,MOE
4740,District of Columbia ,Vermont,236.0,2021,MOE
4741,Florida,Vermont,892.0,2021,MOE
4742,Georgia,Vermont,209.0,2021,MOE
4743,Hawaii,Vermont,200.0,2021,MOE
4744,Idaho,Vermont,214.0,2021,MOE
4745,Illinois,Vermont,82.0,2021,MOE
4746,Indiana,Vermont,535.0,2021,MOE
4747,Iowa,Vermont,170.0,2021,MOE
4748,Kansas,Vermont,187.0,2021,MOE
4749,Kentucky,Vermont,368.0,2021,MOE
4750,Louisiana,Vermont,343.0,2021,MOE
4751,Maine,Vermont,383.0,2021,MOE
4752,Maryland,Vermont,80.0,2021,MOE
4753,Massachusetts,Vermont,1017.0,2021,MOE
4754,Michigan,Vermont,210.0,2021,MOE
4755,Minnesota,Vermont,93.0,2021,MOE
4756,Mississippi,Vermont,64.0,2021,MOE
4757,Missouri,Vermont,169.0,2021,MOE
4758,Montana,Vermont,155.0,2021,MOE
4759,Nebraska,Vermont,170.0,2021,MOE
4760,Nevada,Vermont,221.0,2021,MOE
4761,New Hampshire,Vermont,590.0,2021,MOE
4762,New Jersey,Vermont,143.0,2021,MOE
4763,New Mexico,Vermont,224.0,2021,MOE
4764,New York,Vermont,577.0,2021,MOE
4765,North Carolina,Vermont,1601.0,2021,MOE
4766,North Dakota,Vermont,170.0,2021,MOE
4767,Ohio,Vermont,52.0,2021,MOE
4768,Oklahoma,Vermont,64.0,2021,MOE
4769,Oregon,Vermont,153.0,2021,MOE
4770,Pennsylvania,Vermont,1188.0,2021,MOE
4771,Rhode Island,Vermont,484.0,2021,MOE
4772,South Carolina,Vermont,271.0,2021,MOE
4773,South Dakota,Vermont,170.0,2021,MOE
4774,Tennessee,Vermont,350.0,2021,MOE
4775,Texas,Vermont,212.0,2021,MOE
4776,Utah,Vermont,647.0,2021,MOE
4777,Vermont,Vermont,,2021,MOE
4778,Virginia,Vermont,433.0,2021,MOE
4779,Washington,Vermont,578.0,2021,MOE
4780,West Virginia,Vermont,83.0,2021,MOE
4781,Wisconsin,Vermont,129.0,2021,MOE
4782,Wyoming,Vermont,208.0,2021,MOE
4783,Puerto Rico,Vermont,254.0,2021,MOE
4784,Alabama,Virginia,5382.0,2021,Estimate
4785,Alaska,Virginia,963.0,2021,Estimate
4786,Arizona,Virginia,1835.0,2021,Estimate
4787,Arkansas,Virginia,1030.0,2021,Estimate
4788,California,Virginia,16881.0,2021,Estimate
4789,Colorado,Virginia,6432.0,2021,Estimate
4790,Connecticut,Virginia,1536.0,2021,Estimate
4791,Delaware,Virginia,2588.0,2021,Estimate
4792,District of Columbia ,Virginia,9003.0,2021,Estimate
4793,Florida,Virginia,29153.0,2021,Estimate
4794,Georgia,Virginia,10553.0,2021,Estimate
4795,Hawaii,Virginia,5691.0,2021,Estimate
4796,Idaho,Virginia,539.0,2021,Estimate
4797,Illinois,Virginia,3858.0,2021,Estimate
4798,Indiana,Virginia,3575.0,2021,Estimate
4799,Iowa,Virginia,731.0,2021,Estimate
4800,Kansas,Virginia,2991.0,2021,Estimate
4801,Kentucky,Virginia,2953.0,2021,Estimate
4802,Louisiana,Virginia,995.0,2021,Estimate
4803,Maine,Virginia,989.0,2021,Estimate
4804,Maryland,Virginia,25305.0,2021,Estimate
4805,Massachusetts,Virginia,3508.0,2021,Estimate
4806,Michigan,Virginia,3169.0,2021,Estimate
4807,Minnesota,Virginia,1464.0,2021,Estimate
4808,Mississippi,Virginia,3114.0,2021,Estimate
4809,Missouri,Virginia,3594.0,2021,Estimate
4810,Montana,Virginia,223.0,2021,Estimate
4811,Nebraska,Virginia,836.0,2021,Estimate
4812,Nevada,Virginia,1635.0,2021,Estimate
4813,New Hampshire,Virginia,837.0,2021,Estimate
4814,New Jersey,Virginia,2854.0,2021,Estimate
4815,New Mexico,Virginia,1321.0,2021,Estimate
4816,New York,Virginia,9132.0,2021,Estimate
4817,North Carolina,Virginia,29092.0,2021,Estimate
4818,North Dakota,Virginia,736.0,2021,Estimate
4819,Ohio,Virginia,6125.0,2021,Estimate
4820,Oklahoma,Virginia,1971.0,2021,Estimate
4821,Oregon,Virginia,824.0,2021,Estimate
4822,Pennsylvania,Virginia,11637.0,2021,Estimate
4823,Rhode Island,Virginia,1935.0,2021,Estimate
4824,South Carolina,Virginia,12978.0,2021,Estimate
4825,South Dakota,Virginia,682.0,2021,Estimate
4826,Tennessee,Virginia,9806.0,2021,Estimate
4827,Texas,Virginia,15079.0,2021,Estimate
4828,Utah,Virginia,2775.0,2021,Estimate
4829,Vermont,Virginia,0.0,2021,Estimate
4830,Virginia,Virginia,,2021,Estimate
4831,Washington,Virginia,4452.0,2021,Estimate
4832,West Virginia,Virginia,10202.0,2021,Estimate
4833,Wisconsin,Virginia,2483.0,2021,Estimate
4834,Wyoming,Virginia,459.0,2021,Estimate
4835,Puerto Rico,Virginia,1113.0,2021,Estimate
4836,Alabama,Virginia,3161.0,2021,MOE
4837,Alaska,Virginia,696.0,2021,MOE
4838,Arizona,Virginia,955.0,2021,MOE
4839,Arkansas,Virginia,821.0,2021,MOE
4840,California,Virginia,4703.0,2021,MOE
4841,Colorado,Virginia,2393.0,2021,MOE
4842,Connecticut,Virginia,1007.0,2021,MOE
4843,Delaware,Virginia,1057.0,2021,MOE
4844,District of Columbia ,Virginia,2140.0,2021,MOE
4845,Florida,Virginia,4865.0,2021,MOE
4846,Georgia,Virginia,3019.0,2021,MOE
4847,Hawaii,Virginia,3412.0,2021,MOE
4848,Idaho,Virginia,395.0,2021,MOE
4849,Illinois,Virginia,1239.0,2021,MOE
4850,Indiana,Virginia,1356.0,2021,MOE
4851,Iowa,Virginia,440.0,2021,MOE
4852,Kansas,Virginia,2817.0,2021,MOE
4853,Kentucky,Virginia,1474.0,2021,MOE
4854,Louisiana,Virginia,562.0,2021,MOE
4855,Maine,Virginia,885.0,2021,MOE
4856,Maryland,Virginia,4047.0,2021,MOE
4857,Massachusetts,Virginia,1093.0,2021,MOE
4858,Michigan,Virginia,1248.0,2021,MOE
4859,Minnesota,Virginia,1148.0,2021,MOE
4860,Mississippi,Virginia,2577.0,2021,MOE
4861,Missouri,Virginia,1428.0,2021,MOE
4862,Montana,Virginia,272.0,2021,MOE
4863,Nebraska,Virginia,783.0,2021,MOE
4864,Nevada,Virginia,912.0,2021,MOE
4865,New Hampshire,Virginia,583.0,2021,MOE
4866,New Jersey,Virginia,1619.0,2021,MOE
4867,New Mexico,Virginia,900.0,2021,MOE
4868,New York,Virginia,1799.0,2021,MOE
4869,North Carolina,Virginia,4648.0,2021,MOE
4870,North Dakota,Virginia,686.0,2021,MOE
4871,Ohio,Virginia,1452.0,2021,MOE
4872,Oklahoma,Virginia,761.0,2021,MOE
4873,Oregon,Virginia,748.0,2021,MOE
4874,Pennsylvania,Virginia,2562.0,2021,MOE
4875,Rhode Island,Virginia,1399.0,2021,MOE
4876,South Carolina,Virginia,4457.0,2021,MOE
4877,South Dakota,Virginia,561.0,2021,MOE
4878,Tennessee,Virginia,2122.0,2021,MOE
4879,Texas,Virginia,5862.0,2021,MOE
4880,Utah,Virginia,1176.0,2021,MOE
4881,Vermont,Virginia,165.0,2021,MOE
4882,Virginia,Virginia,,2021,MOE
4883,Washington,Virginia,1778.0,2021,MOE
4884,West Virginia,Virginia,2696.0,2021,MOE
4885,Wisconsin,Virginia,1207.0,2021,MOE
4886,Wyoming,Virginia,484.0,2021,MOE
4887,Puerto Rico,Virginia,1257.0,2021,MOE
4888,Alabama,Washington,1385.0,2021,Estimate
4889,Alaska,Washington,1840.0,2021,Estimate
4890,Arizona,Washington,21816.0,2021,Estimate
4891,Arkansas,Washington,1876.0,2021,Estimate
4892,California,Washington,40456.0,2021,Estimate
4893,Colorado,Washington,6608.0,2021,Estimate
4894,Connecticut,Washington,665.0,2021,Estimate
4895,Delaware,Washington,258.0,2021,Estimate
4896,District of Columbia ,Washington,1817.0,2021,Estimate
4897,Florida,Washington,9611.0,2021,Estimate
4898,Georgia,Washington,3852.0,2021,Estimate
4899,Hawaii,Washington,6655.0,2021,Estimate
4900,Idaho,Washington,20131.0,2021,Estimate
4901,Illinois,Washington,4163.0,2021,Estimate
4902,Indiana,Washington,1770.0,2021,Estimate
4903,Iowa,Washington,868.0,2021,Estimate
4904,Kansas,Washington,2625.0,2021,Estimate
4905,Kentucky,Washington,4721.0,2021,Estimate
4906,Louisiana,Washington,1485.0,2021,Estimate
4907,Maine,Washington,522.0,2021,Estimate
4908,Maryland,Washington,1621.0,2021,Estimate
4909,Massachusetts,Washington,2753.0,2021,Estimate
4910,Michigan,Washington,2192.0,2021,Estimate
4911,Minnesota,Washington,1950.0,2021,Estimate
4912,Mississippi,Washington,822.0,2021,Estimate
4913,Missouri,Washington,3489.0,2021,Estimate
4914,Montana,Washington,6758.0,2021,Estimate
4915,Nebraska,Washington,715.0,2021,Estimate
4916,Nevada,Washington,4071.0,2021,Estimate
4917,New Hampshire,Washington,81.0,2021,Estimate
4918,New Jersey,Washington,1498.0,2021,Estimate
4919,New Mexico,Washington,6064.0,2021,Estimate
4920,New York,Washington,8080.0,2021,Estimate
4921,North Carolina,Washington,6676.0,2021,Estimate
4922,North Dakota,Washington,572.0,2021,Estimate
4923,Ohio,Washington,3987.0,2021,Estimate
4924,Oklahoma,Washington,5754.0,2021,Estimate
4925,Oregon,Washington,18648.0,2021,Estimate
4926,Pennsylvania,Washington,6888.0,2021,Estimate
4927,Rhode Island,Washington,311.0,2021,Estimate
4928,South Carolina,Washington,3147.0,2021,Estimate
4929,South Dakota,Washington,820.0,2021,Estimate
4930,Tennessee,Washington,5955.0,2021,Estimate
4931,Texas,Washington,23438.0,2021,Estimate
4932,Utah,Washington,6294.0,2021,Estimate
4933,Vermont,Washington,1166.0,2021,Estimate
4934,Virginia,Washington,6749.0,2021,Estimate
4935,Washington,Washington,,2021,Estimate
4936,West Virginia,Washington,279.0,2021,Estimate
4937,Wisconsin,Washington,3749.0,2021,Estimate
4938,Wyoming,Washington,1581.0,2021,Estimate
4939,Puerto Rico,Washington,112.0,2021,Estimate
4940,Alabama,Washington,1010.0,2021,MOE
4941,Alaska,Washington,774.0,2021,MOE
4942,Arizona,Washington,4710.0,2021,MOE
4943,Arkansas,Washington,1447.0,2021,MOE
4944,California,Washington,5203.0,2021,MOE
4945,Colorado,Washington,2355.0,2021,MOE
4946,Connecticut,Washington,457.0,2021,MOE
4947,Delaware,Washington,398.0,2021,MOE
4948,District of Columbia ,Washington,849.0,2021,MOE
4949,Florida,Washington,3273.0,2021,MOE
4950,Georgia,Washington,1775.0,2021,MOE
4951,Hawaii,Washington,2114.0,2021,MOE
4952,Idaho,Washington,4058.0,2021,MOE
4953,Illinois,Washington,1873.0,2021,MOE
4954,Indiana,Washington,869.0,2021,MOE
4955,Iowa,Washington,429.0,2021,MOE
4956,Kansas,Washington,2122.0,2021,MOE
4957,Kentucky,Washington,1876.0,2021,MOE
4958,Louisiana,Washington,1032.0,2021,MOE
4959,Maine,Washington,399.0,2021,MOE
4960,Maryland,Washington,1056.0,2021,MOE
4961,Massachusetts,Washington,1108.0,2021,MOE
4962,Michigan,Washington,738.0,2021,MOE
4963,Minnesota,Washington,819.0,2021,MOE
4964,Mississippi,Washington,552.0,2021,MOE
4965,Missouri,Washington,1945.0,2021,MOE
4966,Montana,Washington,2531.0,2021,MOE
4967,Nebraska,Washington,638.0,2021,MOE
4968,Nevada,Washington,1837.0,2021,MOE
4969,New Hampshire,Washington,144.0,2021,MOE
4970,New Jersey,Washington,1131.0,2021,MOE
4971,New Mexico,Washington,3886.0,2021,MOE
4972,New York,Washington,2278.0,2021,MOE
4973,North Carolina,Washington,2837.0,2021,MOE
4974,North Dakota,Washington,448.0,2021,MOE
4975,Ohio,Washington,1600.0,2021,MOE
4976,Oklahoma,Washington,3199.0,2021,MOE
4977,Oregon,Washington,2312.0,2021,MOE
4978,Pennsylvania,Washington,2254.0,2021,MOE
4979,Rhode Island,Washington,317.0,2021,MOE
4980,South Carolina,Washington,1669.0,2021,MOE
4981,South Dakota,Washington,679.0,2021,MOE
4982,Tennessee,Washington,2485.0,2021,MOE
4983,Texas,Washington,5302.0,2021,MOE
4984,Utah,Washington,1890.0,2021,MOE
4985,Vermont,Washington,1190.0,2021,MOE
4986,Virginia,Washington,2172.0,2021,MOE
4987,Washington,Washington,,2021,MOE
4988,West Virginia,Washington,381.0,2021,MOE
4989,Wisconsin,Washington,1596.0,2021,MOE
4990,Wyoming,Washington,757.0,2021,MOE
4991,Puerto Rico,Washington,134.0,2021,MOE
4992,Alabama,West,315.0,2021,Virginia
4993,Alaska,West,0.0,2021,Virginia
4994,Arizona,West,123.0,2021,Virginia
4995,Arkansas,West,75.0,2021,Virginia
4996,California,West,707.0,2021,Virginia
4997,Colorado,West,105.0,2021,Virginia
4998,Connecticut,West,19.0,2021,Virginia
4999,Delaware,West,0.0,2021,Virginia
5000,District of Columbia ,West,568.0,2021,Virginia
5001,Florida,West,3165.0,2021,Virginia
5002,Georgia,West,1068.0,2021,Virginia
5003,Hawaii,West,138.0,2021,Virginia
5004,Idaho,West,311.0,2021,Virginia
5005,Illinois,West,582.0,2021,Virginia
5006,Indiana,West,134.0,2021,Virginia
5007,Iowa,West,77.0,2021,Virginia
5008,Kansas,West,10.0,2021,Virginia
5009,Kentucky,West,2619.0,2021,Virginia
5010,Louisiana,West,84.0,2021,Virginia
5011,Maine,West,197.0,2021,Virginia
5012,Maryland,West,1599.0,2021,Virginia
5013,Massachusetts,West,0.0,2021,Virginia
5014,Michigan,West,464.0,2021,Virginia
5015,Minnesota,West,670.0,2021,Virginia
5016,Mississippi,West,0.0,2021,Virginia
5017,Missouri,West,60.0,2021,Virginia
5018,Montana,West,0.0,2021,Virginia
5019,Nebraska,West,0.0,2021,Virginia
5020,Nevada,West,0.0,2021,Virginia
5021,New Hampshire,West,0.0,2021,Virginia
5022,New Jersey,West,636.0,2021,Virginia
5023,New Mexico,West,492.0,2021,Virginia
5024,New York,West,643.0,2021,Virginia
5025,North Carolina,West,497.0,2021,Virginia
5026,North Dakota,West,0.0,2021,Virginia
5027,Ohio,West,7629.0,2021,Virginia
5028,Oklahoma,West,71.0,2021,Virginia
5029,Oregon,West,0.0,2021,Virginia
5030,Pennsylvania,West,2650.0,2021,Virginia
5031,Rhode Island,West,160.0,2021,Virginia
5032,South Carolina,West,1606.0,2021,Virginia
5033,South Dakota,West,0.0,2021,Virginia
5034,Tennessee,West,2244.0,2021,Virginia
5035,Texas,West,348.0,2021,Virginia
5036,Utah,West,0.0,2021,Virginia
5037,Vermont,West,53.0,2021,Virginia
5038,Virginia,West,5564.0,2021,Virginia
5039,Washington,West,299.0,2021,Virginia
5040,West Virginia,West,,2021,Virginia
5041,Wisconsin,West,44.0,2021,Virginia
5042,Wyoming,West,0.0,2021,Virginia
5043,Puerto Rico,West,0.0,2021,Virginia
5044,Alabama,West,412.0,2021,Virginia
5045,Alaska,West,184.0,2021,Virginia
5046,Arizona,West,149.0,2021,Virginia
5047,Arkansas,West,137.0,2021,Virginia
5048,California,West,611.0,2021,Virginia
5049,Colorado,West,164.0,2021,Virginia
5050,Connecticut,West,44.0,2021,Virginia
5051,Delaware,West,210.0,2021,Virginia
5052,District of Columbia ,West,437.0,2021,Virginia
5053,Florida,West,1716.0,2021,Virginia
5054,Georgia,West,1054.0,2021,Virginia
5055,Hawaii,West,232.0,2021,Virginia
5056,Idaho,West,343.0,2021,Virginia
5057,Illinois,West,769.0,2021,Virginia
5058,Indiana,West,217.0,2021,Virginia
5059,Iowa,West,92.0,2021,Virginia
5060,Kansas,West,18.0,2021,Virginia
5061,Kentucky,West,1404.0,2021,Virginia
5062,Louisiana,West,146.0,2021,Virginia
5063,Maine,West,222.0,2021,Virginia
5064,Maryland,West,677.0,2021,Virginia
5065,Massachusetts,West,218.0,2021,Virginia
5066,Michigan,West,297.0,2021,Virginia
5067,Minnesota,West,914.0,2021,Virginia
5068,Mississippi,West,233.0,2021,Virginia
5069,Missouri,West,105.0,2021,Virginia
5070,Montana,West,184.0,2021,Virginia
5071,Nebraska,West,170.0,2021,Virginia
5072,Nevada,West,221.0,2021,Virginia
5073,New Hampshire,West,198.0,2021,Virginia
5074,New Jersey,West,682.0,2021,Virginia
5075,New Mexico,West,437.0,2021,Virginia
5076,New York,West,556.0,2021,Virginia
5077,North Carolina,West,359.0,2021,Virginia
5078,North Dakota,West,170.0,2021,Virginia
5079,Ohio,West,2187.0,2021,Virginia
5080,Oklahoma,West,94.0,2021,Virginia
5081,Oregon,West,214.0,2021,Virginia
5082,Pennsylvania,West,908.0,2021,Virginia
5083,Rhode Island,West,197.0,2021,Virginia
5084,South Carolina,West,1581.0,2021,Virginia
5085,South Dakota,West,170.0,2021,Virginia
5086,Tennessee,West,1130.0,2021,Virginia
5087,Texas,West,330.0,2021,Virginia
5088,Utah,West,206.0,2021,Virginia
5089,Vermont,West,88.0,2021,Virginia
5090,Virginia,West,2280.0,2021,Virginia
5091,Washington,West,241.0,2021,Virginia
5092,West Virginia,West,,2021,Virginia
5093,Wisconsin,West,74.0,2021,Virginia
5094,Wyoming,West,208.0,2021,Virginia
5095,Puerto Rico,West,254.0,2021,Virginia
5096,Alabama,Wisconsin,1477.0,2021,Estimate
5097,Alaska,Wisconsin,110.0,2021,Estimate
5098,Arizona,Wisconsin,4788.0,2021,Estimate
5099,Arkansas,Wisconsin,716.0,2021,Estimate
5100,California,Wisconsin,6455.0,2021,Estimate
5101,Colorado,Wisconsin,3031.0,2021,Estimate
5102,Connecticut,Wisconsin,0.0,2021,Estimate
5103,Delaware,Wisconsin,39.0,2021,Estimate
5104,District of Columbia ,Wisconsin,307.0,2021,Estimate
5105,Florida,Wisconsin,9909.0,2021,Estimate
5106,Georgia,Wisconsin,1580.0,2021,Estimate
5107,Hawaii,Wisconsin,421.0,2021,Estimate
5108,Idaho,Wisconsin,421.0,2021,Estimate
5109,Illinois,Wisconsin,13130.0,2021,Estimate
5110,Indiana,Wisconsin,4411.0,2021,Estimate
5111,Iowa,Wisconsin,3098.0,2021,Estimate
5112,Kansas,Wisconsin,1852.0,2021,Estimate
5113,Kentucky,Wisconsin,1253.0,2021,Estimate
5114,Louisiana,Wisconsin,295.0,2021,Estimate
5115,Maine,Wisconsin,384.0,2021,Estimate
5116,Maryland,Wisconsin,396.0,2021,Estimate
5117,Massachusetts,Wisconsin,2015.0,2021,Estimate
5118,Michigan,Wisconsin,6120.0,2021,Estimate
5119,Minnesota,Wisconsin,13688.0,2021,Estimate
5120,Mississippi,Wisconsin,85.0,2021,Estimate
5121,Missouri,Wisconsin,1804.0,2021,Estimate
5122,Montana,Wisconsin,1026.0,2021,Estimate
5123,Nebraska,Wisconsin,873.0,2021,Estimate
5124,Nevada,Wisconsin,795.0,2021,Estimate
5125,New Hampshire,Wisconsin,13.0,2021,Estimate
5126,New Jersey,Wisconsin,988.0,2021,Estimate
5127,New Mexico,Wisconsin,433.0,2021,Estimate
5128,New York,Wisconsin,2142.0,2021,Estimate
5129,North Carolina,Wisconsin,2443.0,2021,Estimate
5130,North Dakota,Wisconsin,569.0,2021,Estimate
5131,Ohio,Wisconsin,2243.0,2021,Estimate
5132,Oklahoma,Wisconsin,2097.0,2021,Estimate
5133,Oregon,Wisconsin,808.0,2021,Estimate
