,To,From,Value,Year,Type
41711,Delaware,Oregon,104.0,2017,Estimate
41712,District of Columbia ,Oregon,37.0,2017,Estimate
41713,Florida,Oregon,3231.0,2017,Estimate
41714,Georgia,Oregon,718.0,2017,Estimate
41715,Hawaii,Oregon,1103.0,2017,Estimate
41716,Idaho,Oregon,3866.0,2017,Estimate
41717,Illinois,Oregon,962.0,2017,Estimate
41718,Indiana,Oregon,668.0,2017,Estimate
41719,Iowa,Oregon,707.0,2017,Estimate
41720,Kansas,Oregon,333.0,2017,Estimate
41721,Kentucky,Oregon,368.0,2017,Estimate
41722,Louisiana,Oregon,265.0,2017,Estimate
41723,Maine,Oregon,294.0,2017,Estimate
41724,Maryland,Oregon,187.0,2017,Estimate
41725,Massachusetts,Oregon,556.0,2017,Estimate
41726,Michigan,Oregon,2248.0,2017,Estimate
41727,Minnesota,Oregon,875.0,2017,Estimate
41728,Mississippi,Oregon,0.0,2017,Estimate
41729,Missouri,Oregon,1382.0,2017,Estimate
41730,Montana,Oregon,1242.0,2017,Estimate
41731,Nebraska,Oregon,850.0,2017,Estimate
41732,Nevada,Oregon,3501.0,2017,Estimate
41733,New Hampshire,Oregon,136.0,2017,Estimate
41734,New Jersey,Oregon,809.0,2017,Estimate
41735,New Mexico,Oregon,544.0,2017,Estimate
41736,New York,Oregon,1658.0,2017,Estimate
41737,North Carolina,Oregon,1778.0,2017,Estimate
41738,North Dakota,Oregon,716.0,2017,Estimate
41739,Ohio,Oregon,854.0,2017,Estimate
41740,Oklahoma,Oregon,841.0,2017,Estimate
41741,Oregon,Oregon,,2017,Estimate
41742,Pennsylvania,Oregon,1325.0,2017,Estimate
41743,Rhode Island,Oregon,0.0,2017,Estimate
41744,South Carolina,Oregon,148.0,2017,Estimate
41745,South Dakota,Oregon,71.0,2017,Estimate
41746,Tennessee,Oregon,881.0,2017,Estimate
41747,Texas,Oregon,3725.0,2017,Estimate
41748,Utah,Oregon,4102.0,2017,Estimate
41749,Vermont,Oregon,344.0,2017,Estimate
41750,Virginia,Oregon,511.0,2017,Estimate
41751,Washington,Oregon,28013.0,2017,Estimate
41752,West Virginia,Oregon,30.0,2017,Estimate
41753,Wisconsin,Oregon,708.0,2017,Estimate
41754,Wyoming,Oregon,151.0,2017,Estimate
41755,Puerto Rico,Oregon,0.0,2017,Estimate
41756,Alabama,Oregon,+/- 681,2017,MOE
41757,Alaska,Oregon,+/- 620,2017,MOE
41758,Arizona,Oregon,"+/- 2,729",2017,MOE
41759,Arkansas,Oregon,+/- 718,2017,MOE
41760,California,Oregon,"+/- 2,993",2017,MOE
41761,Colorado,Oregon,"+/- 1,553",2017,MOE
41762,Connecticut,Oregon,+/- 467,2017,MOE
41763,Delaware,Oregon,+/- 172,2017,MOE
41764,District of Columbia ,Oregon,+/- 62,2017,MOE
41765,Florida,Oregon,"+/- 1,606",2017,MOE
41766,Georgia,Oregon,+/- 437,2017,MOE
41767,Hawaii,Oregon,+/- 615,2017,MOE
41768,Idaho,Oregon,"+/- 1,327",2017,MOE
41769,Illinois,Oregon,+/- 581,2017,MOE
41770,Indiana,Oregon,+/- 359,2017,MOE
41771,Iowa,Oregon,+/- 490,2017,MOE
41772,Kansas,Oregon,+/- 285,2017,MOE
41773,Kentucky,Oregon,+/- 398,2017,MOE
41774,Louisiana,Oregon,+/- 319,2017,MOE
41775,Maine,Oregon,+/- 268,2017,MOE
41776,Maryland,Oregon,+/- 241,2017,MOE
41777,Massachusetts,Oregon,+/- 435,2017,MOE
41778,Michigan,Oregon,"+/- 1,147",2017,MOE
41779,Minnesota,Oregon,+/- 518,2017,MOE
41780,Mississippi,Oregon,+/- 217,2017,MOE
41781,Missouri,Oregon,+/- 743,2017,MOE
41782,Montana,Oregon,+/- 841,2017,MOE
41783,Nebraska,Oregon,+/- 758,2017,MOE
41784,Nevada,Oregon,"+/- 1,462",2017,MOE
41785,New Hampshire,Oregon,+/- 168,2017,MOE
41786,New Jersey,Oregon,+/- 502,2017,MOE
41787,New Mexico,Oregon,+/- 487,2017,MOE
41788,New York,Oregon,+/- 721,2017,MOE
41789,North Carolina,Oregon,"+/- 1,166",2017,MOE
41790,North Dakota,Oregon,+/- 821,2017,MOE
41791,Ohio,Oregon,+/- 469,2017,MOE
41792,Oklahoma,Oregon,+/- 660,2017,MOE
41793,Oregon,Oregon,,2017,MOE
41794,Pennsylvania,Oregon,+/- 945,2017,MOE
41795,Rhode Island,Oregon,+/- 217,2017,MOE
41796,South Carolina,Oregon,+/- 198,2017,MOE
41797,South Dakota,Oregon,+/- 98,2017,MOE
41798,Tennessee,Oregon,+/- 511,2017,MOE
41799,Texas,Oregon,"+/- 1,141",2017,MOE
41800,Utah,Oregon,"+/- 2,312",2017,MOE
41801,Vermont,Oregon,+/- 375,2017,MOE
41802,Virginia,Oregon,+/- 421,2017,MOE
41803,Washington,Oregon,"+/- 3,899",2017,MOE
41804,West Virginia,Oregon,+/- 65,2017,MOE
41805,Wisconsin,Oregon,+/- 511,2017,MOE
41806,Wyoming,Oregon,+/- 136,2017,MOE
41807,Puerto Rico,Oregon,+/- 262,2017,MOE
41808,Alabama,Pennsylvania,1595.0,2017,Estimate
41809,Alaska,Pennsylvania,274.0,2017,Estimate
41810,Arizona,Pennsylvania,6332.0,2017,Estimate
41811,Arkansas,Pennsylvania,2639.0,2017,Estimate
41812,California,Pennsylvania,16141.0,2017,Estimate
41813,Colorado,Pennsylvania,4840.0,2017,Estimate
41814,Connecticut,Pennsylvania,3263.0,2017,Estimate
41815,Delaware,Pennsylvania,11035.0,2017,Estimate
41816,District of Columbia ,Pennsylvania,1824.0,2017,Estimate
41817,Florida,Pennsylvania,28507.0,2017,Estimate
41818,Georgia,Pennsylvania,5967.0,2017,Estimate
41819,Hawaii,Pennsylvania,1218.0,2017,Estimate
41820,Idaho,Pennsylvania,582.0,2017,Estimate
41821,Illinois,Pennsylvania,3090.0,2017,Estimate
41822,Indiana,Pennsylvania,1341.0,2017,Estimate
41823,Iowa,Pennsylvania,1418.0,2017,Estimate
41824,Kansas,Pennsylvania,674.0,2017,Estimate
41825,Kentucky,Pennsylvania,1543.0,2017,Estimate
41826,Louisiana,Pennsylvania,883.0,2017,Estimate
41827,Maine,Pennsylvania,1629.0,2017,Estimate
41828,Maryland,Pennsylvania,12297.0,2017,Estimate
41829,Massachusetts,Pennsylvania,5212.0,2017,Estimate
41830,Michigan,Pennsylvania,3398.0,2017,Estimate
41831,Minnesota,Pennsylvania,1249.0,2017,Estimate
41832,Mississippi,Pennsylvania,682.0,2017,Estimate
41833,Missouri,Pennsylvania,2590.0,2017,Estimate
41834,Montana,Pennsylvania,382.0,2017,Estimate
41835,Nebraska,Pennsylvania,364.0,2017,Estimate
41836,Nevada,Pennsylvania,1758.0,2017,Estimate
41837,New Hampshire,Pennsylvania,1867.0,2017,Estimate
41838,New Jersey,Pennsylvania,22129.0,2017,Estimate
41839,New Mexico,Pennsylvania,412.0,2017,Estimate
41840,New York,Pennsylvania,25006.0,2017,Estimate
41841,North Carolina,Pennsylvania,12542.0,2017,Estimate
41842,North Dakota,Pennsylvania,1070.0,2017,Estimate
41843,Ohio,Pennsylvania,15666.0,2017,Estimate
41844,Oklahoma,Pennsylvania,611.0,2017,Estimate
41845,Oregon,Pennsylvania,1138.0,2017,Estimate
41846,Pennsylvania,Pennsylvania,,2017,Estimate
41847,Rhode Island,Pennsylvania,497.0,2017,Estimate
41848,South Carolina,Pennsylvania,6964.0,2017,Estimate
41849,South Dakota,Pennsylvania,34.0,2017,Estimate
41850,Tennessee,Pennsylvania,4677.0,2017,Estimate
41851,Texas,Pennsylvania,12684.0,2017,Estimate
41852,Utah,Pennsylvania,987.0,2017,Estimate
41853,Vermont,Pennsylvania,483.0,2017,Estimate
41854,Virginia,Pennsylvania,13350.0,2017,Estimate
41855,Washington,Pennsylvania,4611.0,2017,Estimate
41856,West Virginia,Pennsylvania,4945.0,2017,Estimate
41857,Wisconsin,Pennsylvania,2136.0,2017,Estimate
41858,Wyoming,Pennsylvania,98.0,2017,Estimate
41859,Puerto Rico,Pennsylvania,1943.0,2017,Estimate
41860,Alabama,Pennsylvania,+/- 682,2017,MOE
41861,Alaska,Pennsylvania,+/- 286,2017,MOE
41862,Arizona,Pennsylvania,"+/- 1,901",2017,MOE
41863,Arkansas,Pennsylvania,"+/- 2,472",2017,MOE
41864,California,Pennsylvania,"+/- 2,831",2017,MOE
41865,Colorado,Pennsylvania,"+/- 1,799",2017,MOE
41866,Connecticut,Pennsylvania,"+/- 1,389",2017,MOE
41867,Delaware,Pennsylvania,"+/- 2,639",2017,MOE
41868,District of Columbia ,Pennsylvania,+/- 640,2017,MOE
41869,Florida,Pennsylvania,"+/- 4,070",2017,MOE
41870,Georgia,Pennsylvania,"+/- 2,072",2017,MOE
41871,Hawaii,Pennsylvania,+/- 781,2017,MOE
41872,Idaho,Pennsylvania,+/- 483,2017,MOE
41873,Illinois,Pennsylvania,"+/- 1,035",2017,MOE
41874,Indiana,Pennsylvania,+/- 462,2017,MOE
41875,Iowa,Pennsylvania,+/- 710,2017,MOE
41876,Kansas,Pennsylvania,+/- 434,2017,MOE
41877,Kentucky,Pennsylvania,+/- 715,2017,MOE
41878,Louisiana,Pennsylvania,+/- 471,2017,MOE
41879,Maine,Pennsylvania,+/- 687,2017,MOE
41880,Maryland,Pennsylvania,"+/- 2,379",2017,MOE
41881,Massachusetts,Pennsylvania,"+/- 1,452",2017,MOE
41882,Michigan,Pennsylvania,"+/- 1,420",2017,MOE
41883,Minnesota,Pennsylvania,+/- 535,2017,MOE
41884,Mississippi,Pennsylvania,+/- 736,2017,MOE
41885,Missouri,Pennsylvania,+/- 995,2017,MOE
41886,Montana,Pennsylvania,+/- 286,2017,MOE
41887,Nebraska,Pennsylvania,+/- 449,2017,MOE
41888,Nevada,Pennsylvania,"+/- 1,044",2017,MOE
41889,New Hampshire,Pennsylvania,+/- 964,2017,MOE
41890,New Jersey,Pennsylvania,"+/- 3,304",2017,MOE
41891,New Mexico,Pennsylvania,+/- 225,2017,MOE
41892,New York,Pennsylvania,"+/- 3,643",2017,MOE
41893,North Carolina,Pennsylvania,"+/- 3,162",2017,MOE
41894,North Dakota,Pennsylvania,"+/- 1,075",2017,MOE
41895,Ohio,Pennsylvania,"+/- 3,484",2017,MOE
41896,Oklahoma,Pennsylvania,+/- 414,2017,MOE
41897,Oregon,Pennsylvania,+/- 625,2017,MOE
41898,Pennsylvania,Pennsylvania,,2017,MOE
41899,Rhode Island,Pennsylvania,+/- 416,2017,MOE
41900,South Carolina,Pennsylvania,"+/- 1,537",2017,MOE
41901,South Dakota,Pennsylvania,+/- 60,2017,MOE
41902,Tennessee,Pennsylvania,"+/- 1,672",2017,MOE
41903,Texas,Pennsylvania,"+/- 3,211",2017,MOE
41904,Utah,Pennsylvania,+/- 677,2017,MOE
41905,Vermont,Pennsylvania,+/- 295,2017,MOE
41906,Virginia,Pennsylvania,"+/- 2,274",2017,MOE
41907,Washington,Pennsylvania,"+/- 2,086",2017,MOE
41908,West Virginia,Pennsylvania,"+/- 1,439",2017,MOE
41909,Wisconsin,Pennsylvania,"+/- 1,166",2017,MOE
41910,Wyoming,Pennsylvania,+/- 131,2017,MOE
41911,Puerto Rico,Pennsylvania,"+/- 1,372",2017,MOE
41912,Alabama,Rhode Island,848.0,2017,Estimate
41913,Alaska,Rhode Island,216.0,2017,Estimate
41914,Arizona,Rhode Island,141.0,2017,Estimate
41915,Arkansas,Rhode Island,0.0,2017,Estimate
41916,California,Rhode Island,1763.0,2017,Estimate
41917,Colorado,Rhode Island,963.0,2017,Estimate
41918,Connecticut,Rhode Island,2061.0,2017,Estimate
41919,Delaware,Rhode Island,0.0,2017,Estimate
41920,District of Columbia ,Rhode Island,296.0,2017,Estimate
41921,Florida,Rhode Island,3259.0,2017,Estimate
41922,Georgia,Rhode Island,644.0,2017,Estimate
41923,Hawaii,Rhode Island,5.0,2017,Estimate
41924,Idaho,Rhode Island,0.0,2017,Estimate
41925,Illinois,Rhode Island,266.0,2017,Estimate
41926,Indiana,Rhode Island,0.0,2017,Estimate
41927,Iowa,Rhode Island,158.0,2017,Estimate
41928,Kansas,Rhode Island,0.0,2017,Estimate
41929,Kentucky,Rhode Island,154.0,2017,Estimate
41930,Louisiana,Rhode Island,48.0,2017,Estimate
41931,Maine,Rhode Island,336.0,2017,Estimate
41932,Maryland,Rhode Island,572.0,2017,Estimate
41933,Massachusetts,Rhode Island,8067.0,2017,Estimate
41934,Michigan,Rhode Island,93.0,2017,Estimate
41935,Minnesota,Rhode Island,123.0,2017,Estimate
41936,Mississippi,Rhode Island,0.0,2017,Estimate
41937,Missouri,Rhode Island,108.0,2017,Estimate
41938,Montana,Rhode Island,20.0,2017,Estimate
41939,Nebraska,Rhode Island,0.0,2017,Estimate
41940,Nevada,Rhode Island,85.0,2017,Estimate
41941,New Hampshire,Rhode Island,582.0,2017,Estimate
41942,New Jersey,Rhode Island,597.0,2017,Estimate
41943,New Mexico,Rhode Island,291.0,2017,Estimate
41944,New York,Rhode Island,2654.0,2017,Estimate
41945,North Carolina,Rhode Island,234.0,2017,Estimate
41946,North Dakota,Rhode Island,0.0,2017,Estimate
41947,Ohio,Rhode Island,177.0,2017,Estimate
41948,Oklahoma,Rhode Island,216.0,2017,Estimate
41949,Oregon,Rhode Island,159.0,2017,Estimate
41950,Pennsylvania,Rhode Island,1055.0,2017,Estimate
41951,Rhode Island,Rhode Island,,2017,Estimate
41952,South Carolina,Rhode Island,284.0,2017,Estimate
41953,South Dakota,Rhode Island,0.0,2017,Estimate
41954,Tennessee,Rhode Island,47.0,2017,Estimate
41955,Texas,Rhode Island,10.0,2017,Estimate
41956,Utah,Rhode Island,0.0,2017,Estimate
41957,Vermont,Rhode Island,432.0,2017,Estimate
41958,Virginia,Rhode Island,1453.0,2017,Estimate
41959,Washington,Rhode Island,1606.0,2017,Estimate
41960,West Virginia,Rhode Island,91.0,2017,Estimate
41961,Wisconsin,Rhode Island,52.0,2017,Estimate
41962,Wyoming,Rhode Island,0.0,2017,Estimate
41963,Puerto Rico,Rhode Island,901.0,2017,Estimate
41964,Alabama,Rhode Island,+/- 931,2017,MOE
41965,Alaska,Rhode Island,+/- 317,2017,MOE
41966,Arizona,Rhode Island,+/- 240,2017,MOE
41967,Arkansas,Rhode Island,+/- 201,2017,MOE
41968,California,Rhode Island,+/- 703,2017,MOE
41969,Colorado,Rhode Island,"+/- 1,007",2017,MOE
41970,Connecticut,Rhode Island,+/- 828,2017,MOE
41971,Delaware,Rhode Island,+/- 198,2017,MOE
41972,District of Columbia ,Rhode Island,+/- 336,2017,MOE
41973,Florida,Rhode Island,"+/- 1,793",2017,MOE
41974,Georgia,Rhode Island,+/- 504,2017,MOE
41975,Hawaii,Rhode Island,+/- 12,2017,MOE
41976,Idaho,Rhode Island,+/- 201,2017,MOE
41977,Illinois,Rhode Island,+/- 280,2017,MOE
41978,Indiana,Rhode Island,+/- 197,2017,MOE
41979,Iowa,Rhode Island,+/- 213,2017,MOE
41980,Kansas,Rhode Island,+/- 177,2017,MOE
41981,Kentucky,Rhode Island,+/- 211,2017,MOE
41982,Louisiana,Rhode Island,+/- 66,2017,MOE
41983,Maine,Rhode Island,+/- 221,2017,MOE
41984,Maryland,Rhode Island,+/- 338,2017,MOE
41985,Massachusetts,Rhode Island,"+/- 2,191",2017,MOE
41986,Michigan,Rhode Island,+/- 106,2017,MOE
41987,Minnesota,Rhode Island,+/- 145,2017,MOE
41988,Mississippi,Rhode Island,+/- 217,2017,MOE
41989,Missouri,Rhode Island,+/- 126,2017,MOE
41990,Montana,Rhode Island,+/- 41,2017,MOE
41991,Nebraska,Rhode Island,+/- 163,2017,MOE
41992,Nevada,Rhode Island,+/- 139,2017,MOE
41993,New Hampshire,Rhode Island,+/- 459,2017,MOE
41994,New Jersey,Rhode Island,+/- 386,2017,MOE
41995,New Mexico,Rhode Island,+/- 482,2017,MOE
41996,New York,Rhode Island,"+/- 1,078",2017,MOE
41997,North Carolina,Rhode Island,+/- 226,2017,MOE
41998,North Dakota,Rhode Island,+/- 161,2017,MOE
41999,Ohio,Rhode Island,+/- 252,2017,MOE
42000,Oklahoma,Rhode Island,+/- 322,2017,MOE
42001,Oregon,Rhode Island,+/- 152,2017,MOE
42002,Pennsylvania,Rhode Island,+/- 522,2017,MOE
42003,Rhode Island,Rhode Island,,2017,MOE
42004,South Carolina,Rhode Island,+/- 345,2017,MOE
42005,South Dakota,Rhode Island,+/- 163,2017,MOE
42006,Tennessee,Rhode Island,+/- 82,2017,MOE
42007,Texas,Rhode Island,+/- 17,2017,MOE
42008,Utah,Rhode Island,+/- 192,2017,MOE
42009,Vermont,Rhode Island,+/- 375,2017,MOE
42010,Virginia,Rhode Island,+/- 730,2017,MOE
42011,Washington,Rhode Island,"+/- 1,322",2017,MOE
42012,West Virginia,Rhode Island,+/- 148,2017,MOE
42013,Wisconsin,Rhode Island,+/- 86,2017,MOE
42014,Wyoming,Rhode Island,+/- 201,2017,MOE
42015,Puerto Rico,Rhode Island,+/- 980,2017,MOE
42016,Alabama,South Carolina,1896.0,2017,Estimate
42017,Alaska,South Carolina,270.0,2017,Estimate
42018,Arizona,South Carolina,1214.0,2017,Estimate
42019,Arkansas,South Carolina,487.0,2017,Estimate
42020,California,South Carolina,7134.0,2017,Estimate
42021,Colorado,South Carolina,2221.0,2017,Estimate
42022,Connecticut,South Carolina,1019.0,2017,Estimate
42023,Delaware,South Carolina,144.0,2017,Estimate
42024,District of Columbia ,South Carolina,235.0,2017,Estimate
42025,Florida,South Carolina,10521.0,2017,Estimate
42026,Georgia,South Carolina,15269.0,2017,Estimate
42027,Hawaii,South Carolina,1262.0,2017,Estimate
42028,Idaho,South Carolina,145.0,2017,Estimate
42029,Illinois,South Carolina,1848.0,2017,Estimate
42030,Indiana,South Carolina,962.0,2017,Estimate
42031,Iowa,South Carolina,411.0,2017,Estimate
42032,Kansas,South Carolina,0.0,2017,Estimate
42033,Kentucky,South Carolina,1473.0,2017,Estimate
42034,Louisiana,South Carolina,903.0,2017,Estimate
42035,Maine,South Carolina,189.0,2017,Estimate
42036,Maryland,South Carolina,1862.0,2017,Estimate
42037,Massachusetts,South Carolina,2164.0,2017,Estimate
42038,Michigan,South Carolina,2680.0,2017,Estimate
42039,Minnesota,South Carolina,521.0,2017,Estimate
42040,Mississippi,South Carolina,951.0,2017,Estimate
42041,Missouri,South Carolina,1140.0,2017,Estimate
42042,Montana,South Carolina,0.0,2017,Estimate
42043,Nebraska,South Carolina,355.0,2017,Estimate
42044,Nevada,South Carolina,1561.0,2017,Estimate
42045,New Hampshire,South Carolina,439.0,2017,Estimate
42046,New Jersey,South Carolina,1288.0,2017,Estimate
42047,New Mexico,South Carolina,730.0,2017,Estimate
42048,New York,South Carolina,6044.0,2017,Estimate
42049,North Carolina,South Carolina,28508.0,2017,Estimate
42050,North Dakota,South Carolina,546.0,2017,Estimate
42051,Ohio,South Carolina,3714.0,2017,Estimate
42052,Oklahoma,South Carolina,797.0,2017,Estimate
42053,Oregon,South Carolina,415.0,2017,Estimate
42054,Pennsylvania,South Carolina,4570.0,2017,Estimate
42055,Rhode Island,South Carolina,202.0,2017,Estimate
42056,South Carolina,South Carolina,,2017,Estimate
42057,South Dakota,South Carolina,15.0,2017,Estimate
42058,Tennessee,South Carolina,2911.0,2017,Estimate
42059,Texas,South Carolina,6123.0,2017,Estimate
42060,Utah,South Carolina,1259.0,2017,Estimate
42061,Vermont,South Carolina,87.0,2017,Estimate
42062,Virginia,South Carolina,6923.0,2017,Estimate
42063,Washington,South Carolina,3920.0,2017,Estimate
42064,West Virginia,South Carolina,612.0,2017,Estimate
42065,Wisconsin,South Carolina,857.0,2017,Estimate
42066,Wyoming,South Carolina,0.0,2017,Estimate
42067,Puerto Rico,South Carolina,209.0,2017,Estimate
42068,Alabama,South Carolina,+/- 988,2017,MOE
42069,Alaska,South Carolina,+/- 208,2017,MOE
42070,Arizona,South Carolina,"+/- 1,004",2017,MOE
42071,Arkansas,South Carolina,+/- 481,2017,MOE
42072,California,South Carolina,"+/- 2,127",2017,MOE
42073,Colorado,South Carolina,"+/- 1,415",2017,MOE
42074,Connecticut,South Carolina,+/- 810,2017,MOE
42075,Delaware,South Carolina,+/- 199,2017,MOE
42076,District of Columbia ,South Carolina,+/- 214,2017,MOE
42077,Florida,South Carolina,"+/- 2,657",2017,MOE
42078,Georgia,South Carolina,"+/- 3,659",2017,MOE
42079,Hawaii,South Carolina,+/- 755,2017,MOE
42080,Idaho,South Carolina,+/- 232,2017,MOE
42081,Illinois,South Carolina,+/- 937,2017,MOE
42082,Indiana,South Carolina,+/- 609,2017,MOE
42083,Iowa,South Carolina,+/- 266,2017,MOE
42084,Kansas,South Carolina,+/- 177,2017,MOE
42085,Kentucky,South Carolina,+/- 947,2017,MOE
42086,Louisiana,South Carolina,+/- 695,2017,MOE
42087,Maine,South Carolina,+/- 208,2017,MOE
42088,Maryland,South Carolina,+/- 679,2017,MOE
42089,Massachusetts,South Carolina,"+/- 1,246",2017,MOE
42090,Michigan,South Carolina,"+/- 1,048",2017,MOE
42091,Minnesota,South Carolina,+/- 340,2017,MOE
42092,Mississippi,South Carolina,+/- 915,2017,MOE
42093,Missouri,South Carolina,+/- 803,2017,MOE
42094,Montana,South Carolina,+/- 174,2017,MOE
42095,Nebraska,South Carolina,+/- 360,2017,MOE
42096,Nevada,South Carolina,"+/- 1,536",2017,MOE
42097,New Hampshire,South Carolina,+/- 405,2017,MOE
42098,New Jersey,South Carolina,+/- 596,2017,MOE
42099,New Mexico,South Carolina,+/- 577,2017,MOE
42100,New York,South Carolina,"+/- 2,085",2017,MOE
42101,North Carolina,South Carolina,"+/- 4,023",2017,MOE
42102,North Dakota,South Carolina,+/- 647,2017,MOE
42103,Ohio,South Carolina,"+/- 1,695",2017,MOE
42104,Oklahoma,South Carolina,+/- 356,2017,MOE
42105,Oregon,South Carolina,+/- 380,2017,MOE
42106,Pennsylvania,South Carolina,"+/- 1,492",2017,MOE
42107,Rhode Island,South Carolina,+/- 251,2017,MOE
42108,South Carolina,South Carolina,,2017,MOE
42109,South Dakota,South Carolina,+/- 27,2017,MOE
42110,Tennessee,South Carolina,"+/- 1,032",2017,MOE
42111,Texas,South Carolina,"+/- 2,369",2017,MOE
42112,Utah,South Carolina,+/- 944,2017,MOE
42113,Vermont,South Carolina,+/- 125,2017,MOE
42114,Virginia,South Carolina,"+/- 1,661",2017,MOE
42115,Washington,South Carolina,"+/- 1,861",2017,MOE
42116,West Virginia,South Carolina,+/- 420,2017,MOE
42117,Wisconsin,South Carolina,+/- 508,2017,MOE
42118,Wyoming,South Carolina,+/- 201,2017,MOE
42119,Puerto Rico,South Carolina,+/- 322,2017,MOE
42120,Alabama,South Dakota,96.0,2017,Estimate
42121,Alaska,South Dakota,6.0,2017,Estimate
42122,Arizona,South Dakota,1458.0,2017,Estimate
42123,Arkansas,South Dakota,0.0,2017,Estimate
42124,California,South Dakota,1403.0,2017,Estimate
42125,Colorado,South Dakota,1453.0,2017,Estimate
42126,Connecticut,South Dakota,0.0,2017,Estimate
42127,Delaware,South Dakota,0.0,2017,Estimate
42128,District of Columbia ,South Dakota,0.0,2017,Estimate
42129,Florida,South Dakota,763.0,2017,Estimate
42130,Georgia,South Dakota,132.0,2017,Estimate
42131,Hawaii,South Dakota,45.0,2017,Estimate
42132,Idaho,South Dakota,140.0,2017,Estimate
42133,Illinois,South Dakota,686.0,2017,Estimate
42134,Indiana,South Dakota,372.0,2017,Estimate
42135,Iowa,South Dakota,2685.0,2017,Estimate
42136,Kansas,South Dakota,729.0,2017,Estimate
42137,Kentucky,South Dakota,73.0,2017,Estimate
42138,Louisiana,South Dakota,16.0,2017,Estimate
42139,Maine,South Dakota,0.0,2017,Estimate
42140,Maryland,South Dakota,0.0,2017,Estimate
42141,Massachusetts,South Dakota,56.0,2017,Estimate
42142,Michigan,South Dakota,119.0,2017,Estimate
42143,Minnesota,South Dakota,6244.0,2017,Estimate
42144,Mississippi,South Dakota,0.0,2017,Estimate
42145,Missouri,South Dakota,537.0,2017,Estimate
42146,Montana,South Dakota,509.0,2017,Estimate
42147,Nebraska,South Dakota,2537.0,2017,Estimate
42148,Nevada,South Dakota,908.0,2017,Estimate
42149,New Hampshire,South Dakota,224.0,2017,Estimate
42150,New Jersey,South Dakota,0.0,2017,Estimate
42151,New Mexico,South Dakota,100.0,2017,Estimate
42152,New York,South Dakota,125.0,2017,Estimate
42153,North Carolina,South Dakota,12.0,2017,Estimate
42154,North Dakota,South Dakota,1653.0,2017,Estimate
42155,Ohio,South Dakota,26.0,2017,Estimate
42156,Oklahoma,South Dakota,27.0,2017,Estimate
42157,Oregon,South Dakota,576.0,2017,Estimate
42158,Pennsylvania,South Dakota,652.0,2017,Estimate
42159,Rhode Island,South Dakota,0.0,2017,Estimate
42160,South Carolina,South Dakota,82.0,2017,Estimate
42161,South Dakota,South Dakota,,2017,Estimate
42162,Tennessee,South Dakota,210.0,2017,Estimate
42163,Texas,South Dakota,1498.0,2017,Estimate
42164,Utah,South Dakota,0.0,2017,Estimate
42165,Vermont,South Dakota,32.0,2017,Estimate
42166,Virginia,South Dakota,494.0,2017,Estimate
42167,Washington,South Dakota,279.0,2017,Estimate
42168,West Virginia,South Dakota,0.0,2017,Estimate
42169,Wisconsin,South Dakota,145.0,2017,Estimate
42170,Wyoming,South Dakota,310.0,2017,Estimate
42171,Puerto Rico,South Dakota,0.0,2017,Estimate
42172,Alabama,South Dakota,+/- 177,2017,MOE
42173,Alaska,South Dakota,+/- 12,2017,MOE
42174,Arizona,South Dakota,+/- 764,2017,MOE
42175,Arkansas,South Dakota,+/- 201,2017,MOE
42176,California,South Dakota,+/- 792,2017,MOE
42177,Colorado,South Dakota,+/- 730,2017,MOE
42178,Connecticut,South Dakota,+/- 207,2017,MOE
42179,Delaware,South Dakota,+/- 198,2017,MOE
42180,District of Columbia ,South Dakota,+/- 208,2017,MOE
42181,Florida,South Dakota,+/- 491,2017,MOE
42182,Georgia,South Dakota,+/- 218,2017,MOE
42183,Hawaii,South Dakota,+/- 75,2017,MOE
42184,Idaho,South Dakota,+/- 236,2017,MOE
42185,Illinois,South Dakota,+/- 689,2017,MOE
42186,Indiana,South Dakota,+/- 277,2017,MOE
42187,Iowa,South Dakota,"+/- 1,092",2017,MOE
42188,Kansas,South Dakota,+/- 662,2017,MOE
42189,Kentucky,South Dakota,+/- 115,2017,MOE
42190,Louisiana,South Dakota,+/- 32,2017,MOE
42191,Maine,South Dakota,+/- 175,2017,MOE
42192,Maryland,South Dakota,+/- 203,2017,MOE
42193,Massachusetts,South Dakota,+/- 93,2017,MOE
42194,Michigan,South Dakota,+/- 120,2017,MOE
42195,Minnesota,South Dakota,"+/- 1,288",2017,MOE
42196,Mississippi,South Dakota,+/- 217,2017,MOE
42197,Missouri,South Dakota,+/- 507,2017,MOE
42198,Montana,South Dakota,+/- 396,2017,MOE
42199,Nebraska,South Dakota,+/- 897,2017,MOE
42200,Nevada,South Dakota,+/- 885,2017,MOE
42201,New Hampshire,South Dakota,+/- 270,2017,MOE
42202,New Jersey,South Dakota,+/- 206,2017,MOE
42203,New Mexico,South Dakota,+/- 83,2017,MOE
42204,New York,South Dakota,+/- 130,2017,MOE
42205,North Carolina,South Dakota,+/- 22,2017,MOE
42206,North Dakota,South Dakota,+/- 904,2017,MOE
42207,Ohio,South Dakota,+/- 54,2017,MOE
42208,Oklahoma,South Dakota,+/- 45,2017,MOE
42209,Oregon,South Dakota,+/- 539,2017,MOE
42210,Pennsylvania,South Dakota,+/- 675,2017,MOE
42211,Rhode Island,South Dakota,+/- 217,2017,MOE
